user_location,text,label
,"@_vnkey Too bright yung left. Parang 90s fantasy. Parang mag Let it go si Rhian. The darker one, maangas. Parang may padating na delubyo",0
🇳🇬🛫🇨🇦🛬🇺🇸 IJMNIP 🙏🏽,@d_truth_teller @drizzle_new @honest30bgfan_ Tribalistic bigot. 🤮,0
,napakainit dito sa dubai pero mas mainit ang TP para sa birthday ni jodi!!! we love you judiel #JuneisforJODI,1
"Daejeon, South Korea",Illegal logging pero doon sa Green Forest umano ni R1ver akskskak,1
teetut's,boshettt karon pa nag uwan na tingduty 🫩 gasto kaayo magtaxi palihog lng,1
"Bangkok,thailand","RT @SaveChildrenPH: When typhoon #PepitoPH hit Sta. Teresita, Cagayan, Julius, a solo parent, risked everything to protect his children. W…",1
taehyung's suga-r kingdom,@thvmyg23 HAHAHAHA grabe yung drought kaya kahit tumayo lang nang magkalapit onti tuwang-tuwa na,0
"City Of Cabadbaran, Caraga",@Cheonsaassii ngayon paba aasa na meron? 🤣 basta wala lang sakuna okay na yun 😁,0
wherever you are,"@CAFinalistt There is a high likelihood of rain in Delhi NCR today, June 15, 2025. Weather forecasts indicate showers or patchy rain, with a 67% chance of precipitation and about 0.09 inches expected. Temperatures may range from 33°C to 45°C, with humidity around 33-47% and light winds. These",1
quillphans' orphanage,"@Windy_102 Tangina dapat sinabi pa kanina ang saya saya ko kasi konti lang gagawin kung kelan naman konti lang hugasin 😭😭😭 (They should have said so earlier, I was so happy 😭😭)",0
"Florida, USA",@unreal_shyt @gemsofbabus_ @BiharInfraTales Haan mai bhul gya tha pichle saal monsoon bas bihar me aya tha. 2020 - Sattarghat bridge (within 29 days of opening) 2022 - Bridge in Nalanda 2023 - Aguwani-Sultanganj ganga bridge collapsed (twice) Agar topic ki knowledge na ho to chup rehna chahiye.,0
Isaiah 60:22,"RT @holaloow: yess yess, kada merong typhoon present si Gerald and si Mika at ang raptor ni mika-- pinapahiram niya sa pag rescue",0
Behind you,"ka timing ba sa uwan 😍😍 kana jud, anha na uwan after hike nya padung nako matog",1
Melbourne,The orange tsunami @GIANTS_Netball style!!!! 🔥🔥🔥 #GIAvLIG #SSN #netballchaos,0
23 | 🇵🇭,@lovingyushua DIBA HOTDOG TORNADO NABILI Q SA DAU 😭😭😭😭,0
,Sales rain's coworking spaces across Manila are designed to give a balanced work environment with productivity tools and recreational amenities. To know more! https://t.co/77A97T8S7A,0
♭,@thebaemonph brewing = coffee powder = dust smoke air is thick = pollution spicy vibes = hot af weather welcome to manila babymonster!,1
"Cebu City, Central Visayas",@Batang_Ama88 Tugnaw mo lang...,0
"New Delhi, India","घनघोर बादल गिराएंगे तापमान, आंधी-बारिश संग होगा वज्रपात! जानिए, कल कैसा रहेगा मौसम का हाल #WeatherUpdate #IMDAlert #Rain https://t.co/91AOTEp2zm",0
,"#DelhiNCR weather update: Big relief from scorching heatwave, #IMD predicts thunderstorm, rain on... https://t.co/lSWbtU9cUp",1
hyunlix subdivision ꨄ︎,Tagging mga batang hamog baka naman https://t.co/g6Q6y5R2rM,0
,"@lovrs_req sobrang OA hindi naman landslide win natin 😭 nakaka-pressure, mowm. ano ba 'to HAHAHAHAHAHAHHAHAHAHA",0
,@drizzle_new @fwdaniels 9060595473 Oluwagbenga O Ajayi Opay Thank u so much big brother,0
peaks & valley of ong's chest,RT @sciencekonek: TIGNAN: Kumakapal at lumalawak na ang mga kaulapan ng #habagat (southwest monsoon) sa kanluran ng Luzon at Visayas na pos…,1
"Houston, TX","Warm greetings on #Philippines Independence Day. Today, we honor 127 years of Philippine independence, a testament to the Filipino people's unwavering dedication to peace, progress, and a brighter world for all. Maligayang Araw ng Kalayaan!#PhilippinesIndependenceDay @houmayor https://t.co/UWcf2QcXKP",0
,@YokoApasra_PH I’d brave every storm just to hold your hand tighter VLOG CUTIE WITH YOKO #YokoVlogEP2 @Yoko_apasra,0
"Worldwide, USA, UK","Kainantu Earthquake Papua New Guinea - Magnitude 4.2 Earthquake Strikes 62 km NE of Kainantu, Papua New Guinea - June 15, 2025, at 05:13:00 UTC. https://t.co/hw5q5joI7M https://t.co/wMNB3Tp0kj",1
"Quezon City, PHILIPPINES","Rainfall Advisory No. 9 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 2:00 PM, 11 June 2025(Wednesday) Light to moderate with occasional heavy rains are expected over Nueva Ecija, Rizal, Quezon and Laguna. Light to moderate with occasional heavy rains https://t.co/bJDsf7gzzL",1
"Magallanes, Calabarzon","RT @RestoredKalat: KAYA NG BINTILADOR (2014) kahit mainit, punit si bottom ni AlexLeonHart https://t.co/mnnwqpGb9p",0
"Puerto Princesa City, Palawan",Independence Day celebrations may be dampened by rains as a low pressure area enhances the southwest monsoon across the Philippines. #WeatherUpdate #IndependenceDayPH #PalawanNews https://t.co/wdGwdvVHnw,1
,"#GMAHOAAccess: Anisama World 2025 made history by bringing Japan's biggest anime music festival to Manila. With beloved anisong artists, huge anime hits, and a lively fan environment, it was a landmark event for local anime culture. https://t.co/XUYzxVXSJa",0
Stan Account for Bini,"RT @BINI_ph: It’s “Blooms Got You Covered” time! 🎤💥 Starting strong with our first contestant, Illea PH, bringing the heat with “Salamin,…",0
🌊,"150 crore se jyada log h is country mai.. kuch bhi sensitive banana h to number game bohot easily play kr sakte h... pollution, road accident, disease or sabse best..ladkio ko victim card play krna h to data aage kr deti Koi proportional comparison to h nahi..bas bade numbers!",0
"Hagonoy, Bulacan",grabe naman sa anger ang kulog at kidlat. taena nyo kasi pinalabas nyo ShuKla,1
CCG,"Inaasahang aabot sa 11 hanggang 19 bagyo ang mabubuo o papasok sa Philippine Area of Responsibility (PAR) mula Hunyo hanggang Nobyembre ngayong taon, ayon sa PAGASA. https://t.co/PYHQuWFEKT",1
,"@UPPCLLKO @PuVVNLHQ Your power problem in koshambhi residential area will ever erase? A small rain and powercut little heat power cut. Forget about huge rain. Why you have such fragile distribution network especially in area where payments are done in time, is this the way a NCR infra behaves",1
,piskot ka tugnaw,0
,"Before I go offline for school, I wanted to share the first fanart I made of Pal back in 2023.. T_T (School starts tomorrow , Philippines gov moved it to June cuz of the extreme heat complaints and I'll try to post if I can) #playtimewithpercy https://t.co/FhSPH8qqvz",1
,"Discover co working spaces in the Philippines that match your style. Sales Rain offers flexible terms, great locations, and a vibrant work culture. https://t.co/jWdHNUYVbj",0
Philippines,"It’s a wrap! What an enchanting day it has been! Thank you, @ek_philippines for having the LAFS squad! Happy 30th anniversary! 🥰 Don’t miss the sweetest serve of the season! #LoveAtFirstSpike coming this June 20 on iWant! https://t.co/haDORXS2wD",0
stayville,RT @jaeyunieverse00: OUR NON-NEGOTIABLE BIG WINNERS THIS SEASON. ILALABAN ANG RAWI HANGGANG DULO 🖤 https://t.co/0OxELcNIIa,0
,"nitip tag sugar apple,mushroom, master sprinkler, lightning rod, egg bug kalau restock yaah hehe aku mo tinggal mandi @baletcs @saturnwurs @baleuina",0
340 Guzmanst.concepcion,Si TORES. si MyCa Si Rose Si Ann Nang gugulo sa Agency sa manila at Bingohan.... at kidnapper alagad ni Mr.Sunny at hepe at KC.. maraming silang nalalaman.. https://t.co/zbZpQIOk0h,1
,ulan pa more,1
skz & bp,"WTS/LFB [REPRICED] JISOO AMORTAGE MD PCS — ₱80 ea +pf &amp; sf — payo — gcash, j&amp;t # jisoo amortage pc earthquake your love tears hugs &amp; kisses blackpink ph bp sooya up up https://t.co/9rU99DQnwX",0
Republic of the Philippines,@jakevllmr Wag ka maghubad beh mag Jakette kana nalang maginaw dyan 🤭🤭✌️,0
,"11.06.2025 Bohol, Philippines #bohol #philippines #tarsier #фотоохота #wildlifephotography #wildlife #wildlifephoto #nature #naturephoto #naturephotography https://t.co/l4VKR7GcMB",0
🇺🇸 USA - Follow & Repost ♥️,"RT @frescotennis: 🇵🇭 🌧️ ♥️ #ASMR Relaxing Rain Sounds for Sleeping Heavy rain in the Philippines is intense, relentless, and often tra…",1
,South ka temperature itna moderate kaise hai...,0
,@rovercrc Vietnam legalizing crypto? Bullish tsunami! 🌊,0
"cavite, ph","⟢ #sojuucart ୭ ˚. ᵎᵎ ʚ wtt hirono popmart ph ɞ .☘︎ ݁˖ Journey in the Rain જ⁀➴ TRADE TO HIDING BEHIND YOU જ⁀➴ sealed foil, open bottom ⊱ ۫ ׅ ✧ x to sensi ⊱ ۫ ׅ ✧ complete inclusions ᝰ mod: lalamove, flash ⌞cavite⌝ https://t.co/XSMnRt1fGE",0
"Mumbai, India",RT @Indiametdept: Light to moderate rainfall accompanied with light thunderstorm and lightning (30-50 Km/h gusty winds) is likely to occur…,1
yu,"at kapag may time pa, flood natin siya ng positive messages sa dms and comments please 🫶🏻 thank you!",0
Baguio/LT,"Ito ang fog kanina sa Irisan. Feeling ko kanina, ang daling magtago dito. Layo ka lang ng konti, di ka na makita https://t.co/HiGxHm8WNa",1
Dumaguete City,tugnaw pa niya puros prn ning newsfeed sa X busitttt!!!,0
"Kilifi, Kenya","RT @ItsOpuk: Leo nilienda nature walk nikapatana na ""state house is a protected area"" 😂😂 https://t.co/7NLfJ9BMwE",0
Philippines,"Layunin: Palawakin ang Adopsyon ng Tunay na Bayad sa Loob ng InterLink Network at Ecosystem 🧬 Ipinagmamalaki ng InterLink Labs na MAMUHUNAN sa Terminus, isang unibersal na solusyon sa pagbabayad na suportado ng SNZ Holding. Ang estratehikong pamumuhunang ito ay sumusuporta sa https://t.co/sEvly2NYLd",0
,@deepanshuS27 Earthquake in myanamar &amp; Typhoon yagi bhool gaye sir,1
Republic of the Philippines,The rainy season is here! Enjoying the fog and cold weather! #philippines #TravelBigChallenge #rainyday #fog #itsmorefuninthephilippines #pilipinas #wowphilippines #choosephilippines #natgeotravel #natgeotravelpic #exploreph #travelph #wheninmanila #GoPh https://t.co/65n0lpCJLk,1
Philippines,"The easterlies and the Intertropical Convergence Zone (ITCZ) will influence the country's weather conditions in the next 24 hours, PAGASA said in its early Saturday morning forecast. https://t.co/88gWJYPIdH",1
Manila,bukod sa mainit minsan konting ulan bumabaha na sa ibang part sa manila 😭,1
いのりまち🍀,NAGISA Night Temperature https://t.co/RXMwEJPhk3 @YouTubeMusicより,0
,"RT @TataLive_Legal: Due to the combined influence of Cyclone Habagat and LPA trough, high probability of rainfall is expected over in Luzon…",1
"Stepanakert, Artsakh","""It's time for Taal Volcano, Philippines, to shine"" https://t.co/PGU4XRoS0r",0
,"As of 2:00 p.m., nananatili sa labas ng Philippine Area of Responsibility (PAR) ang Tropical Storm ""WUTIP"" (06a) na huling namataan sa 850 km kanluran ng Northern Luzon. [1/3] https://t.co/1DC15HCLvM",1
,RT @janye_park: junya furusawa dadku sketches unos tiernuchos https://t.co/N0nidGLqe5,0
,"RT @Cloudmetweather: ♦️Thunderstorms with Rains are likely in #Delhi-NCR between late afternoon onwards today, a fair spell of rain is poss…",1
,wowwww grabe. sana mapost to ni ofifi for visibility na rin. @SB19Official #SB19 #SB19xBBPilipinas2025 https://t.co/NZacB0wgge,0
,Ayaw undang uwan kutob ugma,1
Saharanpur,@indiametsky delhi NCR k ilava khi or ka forecast kyu nhi karta bhai?,0
└A,RT @drjamesdinic: ATHLETE CHEAT SHEET Salt - blood volume🩸 Bicarbonate - pH💧 Creatine - strength 🏋️‍♂️ Whey - muscle mass 💪 Citrulline -…,0
,"Como parte del seguimiento, en comunidades de El Viejo, Chinandega, se efectuaron evaluaciones técnicas a cooperativas que cultivan pargo lunarejo en jaulas flotantes, midiendo parámetros como temperatura, salinidad, oxígeno y pH del agua, así como el crecimiento de los peces. https://t.co/l26ji4j9ZK",0
"📍taguig city, mm",wts lfb ph sale 🌟 — enhypen jake pcs ⤷ ₱99 each unless stated ⌗ b:do dawn ob weverse flower dicon headset ggu ggu nrpc rpc 2021 2022 2023 md1 concept d:d naver live pob m2u sw ld r2 lucky draw d:a japan pob sg id weather lab senkou finger heart photocard enconnect dvd pc https://t.co/Pz2TiLYgU9,0
Nigeria,@Innocent_Zikky You no go see this kind rubbish for PH lmao 😂 Here wey men dey on the grind even niggas mount their junction dey collect returns if at all them wan hail you e no go take pass 2secs dem go compose,0
"Manila, Philippines","LPA sa Northern Luzon, lumaki ang tiyansa na maging bagyo #Breaktime",1
,"@gellll_c Oo ngaaaaaa, namgugulila na kamiiii #YbraAmihanHanggangWakas IVO LIVE AMIHAN",0
,Sanaol jud sakong silingan sa apartment nga gianhi siyang uyab kay uwan,1
Footacus Majora,Huyo auntie wa deforestation ameniwekea tofali nimeshangaa sana nikienda kuRT napata feature is off. It's so funny.,0
pinas,"RT @arielrojasPH: Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpa…",1
,"RT @etherealaubrey_: unos sa buhay natin, 'di ko papansinin ; ) #LanceBrey #AvenuesOfTheDiamond https://t.co/VKl5doMl8M",0
,@Boss__Natasha Boss ka? Weather in the philippines so hot na! Wearing jacket would kill you! Hahaha,1
,"it's so weird that you're policing shuvee for the way she reacted towards gerald LIKE DO YOU EVEN KNOW THIS GIRL THAT TURNED INTO A MEME ..,.,..,. hindi araw-araw sa cebu nakakakita ka ng artista and of course you'll never understand how vocal, authentic and humurous bisayas are https://t.co/63qZp7gZaE",0
,"@rptdxx Malamig dito, wala hininga ni satanas @dadzhulyOiL 😂",1
Jalandhar/Ludhiana,"What began as a dream of S. Charanjit Singh Channi, our visionary Chairman, has today transformed into a living reality — a complete education ecosystem from Pre-Nursery to Ph.D. Under the banner of CT Group, this vision now offers joy, pride, and 100% opportunities for everyone https://t.co/D7CQX5foJz",0
Dumaguete City,"ali fck ta, tugnaw man. #alterdumaguete",1
,@cloudy_day100 di type ni miks si will..trotropahin nga eh.,0
,PWEDE BA MATAMAAN NG KIDLAT KAHIT NA WALANG ULAN????,1
,San Miguel and Rain or Shine booked their spots in the semifinals of the 11-under division of the 2025 Batang PBA age-group tournament on Friday at the Ninoy Aquino Stadium in Manila. https://t.co/yHa1eaKmiV,0
,"Découvrez la météo actuelle à Bristol, avec une température de 19°C et des averses éparses. Pour demain, attendez-vous également à 19°C sans précipitation. Profitez aussi d'un beau coucher de soleil à 21h28. Pour plus d'infos, visitez notre article : https://t.co/rymJHEnFg4 Ph… https://t.co/bGH1Ox0VKP",0
,kulog hahahaha,0
,brownout dahil lang sa ambon?? ano na Meralco 😤,1
Hellsalem's Lot,"relying on these wonderful authors for nahyuck, sana mastop na ang nahyuck drought kasi naiiyak na ako https://t.co/C2dKLKPddY",0
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 18 #NCR_PRSD Issued at: 2:10 AM, 16 June 2025(Monday) Moderate to heavy rainshowers with lightning and strong winds are expected over Laguna within the next 3 hours. The above conditions are being experienced in Quezon(Burdeos, Polillo, Dolores, https://t.co/eZtIS6LWYj",1
,ang lamig,1
saturn,ang layo ng wildfire samin pero abot yong usok dito,1
"Tanauan City, Calabarzon","Bella Belen’s rise in volleyball is both commendable &amp; symbolic. She was one of the key players who ended NU’s 65-year title drought, &amp; now she is part of the team that broke the Philippines’ 28-year finals drought in an international tournament🥹🙌 #AVCNationsCup #AlasPilipinas",0
National Capital Region,"Grabeng Habagat episode 'to, nakakapikon at nakakadisappoint. Especially if you cancelled plans kasi nag-eexpect ka ng maulang panahon. Kung tumuloy ka na lang sana. Yeah, mas oks nang safe kaysa handa pero nakakapanghinayang din ang cancelled activities. 😭",1
"Lilo-An, Central Visayas","Init sa adlawan, uwan sa gabie",1
,Way jog mahitabo ni karon kay kusog ang uwan 🙄,1
"Washington, USA",RT @Merry_MeyX: Unaenda kureconnect with nature healing process inarudi zero,0
,"RT @buenaMila7: ito yong dahilan kung bakit di ko ramdam yong lamig ng PH Arena, ang sabi mag baon ng jacket kasi malamig dw lalo na sa UB,…",0
ricky&dianne,@onlykdanimetwt @dustbiax girl hindi naman kasi lahat ng tao magaling magexpress lalo na nasa high pressure environment siya. sana gets nyo yun na may tao talagang ganon.,0
,@volklub @RochakGautam6 @xruturaj Vehicular emissions are more than 40% source of pollution in cities like delhi NCR. Of course something has to be done about pollution. Best is public transport but its very expensive. Second best is to use less polluting vehicles then.,1
,"Flood in San Jose del Monte (Bulacan, Philippines, June 6, 2025). Heavy rains caused flooding of streets and homes. Rescue teams responded to help residents trapped in the most affected areas. #PhilippinesFlood #SanJoseDelMonte #SevereWeather2025 #ClimateEmergency https://t.co/GbzOQCRGnS",1
Pakistan,@shamaeeem Waha temperature itna high nahi hota,0
