word,language,sumvalue,weight,sentivalue
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan,cebuano,-1.1256,0.220768,0.279232
agianan nga likoliko,cebuano,Not Found,N/A,N/A
agianan og tubig,cebuano,Not Found,N/A,N/A
agianan sa ilalom,cebuano,Not Found,N/A,N/A
agianan sa tubig kun dagat,cebuano,Not Found,N/A,N/A
agianan sa ubos,cebuano,Not Found,N/A,N/A
agianang piot,cebuano,Not Found,N/A,N/A
agid,cebuano,Not Found,N/A,N/A
agigising,cebuano,Not Found,N/A,N/A
agihap,tagalog,-0.3897,0.534207,-0.534207
agiik,cebuano,Not Found,N/A,N/A
agikik,cebuano,Not Found,N/A,N/A
agikik,tagalog,Not Found,N/A,N/A
agikik,tagalog,Not Found,N/A,N/A
agil,cebuano,Not Found,N/A,N/A
agila,cebuano,0.6677,0.314229,0.314229
agila,tagalog,-0.2073,0.555875,0.555875
agila,tagalog,-0.2073,0.555875,0.555875
agimat,tagalog,0.2814,0.61393,0.61393
agimatan,tagalog,Not Found,N/A,N/A
agimud,cebuano,Not Found,N/A,N/A
aginaldo,tagalog,-0.3611,0.537604,-0.037604
aginalduhan,tagalog,Not Found,N/A,N/A
agingay,cebuano,Not Found,N/A,N/A
aginging,tagalog,Not Found,N/A,N/A
aginging,tagalog,Not Found,N/A,N/A
aginod,cebuano,Not Found,N/A,N/A
aginsud,cebuano,Not Found,N/A,N/A
aginud,cebuano,Not Found,N/A,N/A
agipu,cebuano,Not Found,N/A,N/A
agiri,cebuano,Not Found,N/A,N/A
agisis,cebuano,Not Found,N/A,N/A
agitit,cebuano,Not Found,N/A,N/A
agitit,cebuano,Not Found,N/A,N/A
agitit,tagalog,Not Found,N/A,N/A
agitit,tagalog,Not Found,N/A,N/A
agitung,cebuano,Not Found,N/A,N/A
agiw,cebuano,Not Found,N/A,N/A
agiw,cebuano,Not Found,N/A,N/A
agiw,tagalog,0.2044,0.604783,-0.604783
agkut,cebuano,Not Found,N/A,N/A
aglahi,tagalog,Not Found,N/A,N/A
aglahiin,tagalog,0.0134,0.582093,-0.582093
aglidulsi,cebuano,Not Found,N/A,N/A
aglipay aglipayanu,cebuano,Not Found,N/A,N/A
agmang,cebuano,Not Found,N/A,N/A
agmud,cebuano,Not Found,N/A,N/A
agnas,tagalog,-0.6277,0.505934,-0.505934
agnasin,tagalog,Not Found,N/A,N/A
agngan,cebuano,Not Found,N/A,N/A
agni,cebuano,0.4337,0.302034,0.197966
agnos,tagalog,-0.2484,0.550993,-0.050993
agnostika,tagalog,Not Found,N/A,N/A
agnostiko,tagalog,0.1388,0.59699,-0.09699
agnus,cebuano,-0.2455,0.266636,0.266636
agong,tagalog,0.3359,0.620404,-0.120404
agoniyas,cebuano,Not Found,N/A,N/A
agoniyas,cebuano,Not Found,N/A,N/A
agos,cebuano,Not Found,N/A,N/A
agos,cebuano,Not Found,N/A,N/A
agos,cebuano,Not Found,N/A,N/A
agos,cebuano,Not Found,N/A,N/A
agos,tagalog,-1.6539,0.384027,0.115973
agosto,cebuano,0.633,0.312421,0.187579
agosto,tagalog,-0.2812,0.547096,-0.047096
agoy,cebuano,Not Found,N/A,N/A
agoy,tagalog,Not Found,N/A,N/A
agpan,cebuano,Not Found,N/A,N/A
agpang,cebuano,Not Found,N/A,N/A
agpang,tagalog,0.0122,0.58195,0.58195
agpangan,tagalog,Not Found,N/A,N/A
agpas,cebuano,Not Found,N/A,N/A
agrabiyar,cebuano,Not Found,N/A,N/A
agrabyado,tagalog,0.0768,0.589624,-0.589624
agrabyadu,cebuano,Not Found,N/A,N/A
agrabyaduhin,tagalog,Not Found,N/A,N/A
agrabyu,cebuano,Not Found,N/A,N/A
agrarya,tagalog,Not Found,N/A,N/A
agraryo,tagalog,0.5509,0.645945,-0.145945
agrasyadado,tagalog,Not Found,N/A,N/A
agrerian,tagalog,Not Found,N/A,N/A
agresibo,cebuano,-0.082,0.275157,-0.275157
agresibo,tagalog,-0.0329,0.576593,-0.576593
agri agridulsi,cebuano,Not Found,N/A,N/A
agridulse,tagalog,Not Found,N/A,N/A
agrigawu,cebuano,Not Found,N/A,N/A
agrikultor,tagalog,-0.3213,0.542332,-0.042332
agrikultura,cebuano,0.1142,0.285382,0.214618
agrikultura,cebuano,0.1142,0.285382,0.214618
agrikultura,tagalog,-0.0162,0.578577,-0.078577
agrikultural,tagalog,-0.1225,0.565949,-0.065949
agrimensor,tagalog,0.2138,0.605899,-0.105899
agriminsur,cebuano,Not Found,N/A,N/A
agrisib,cebuano,Not Found,N/A,N/A
agrisiba,cebuano,Not Found,N/A,N/A
agrisibu,cebuano,Not Found,N/A,N/A
agsa,cebuano,Not Found,N/A,N/A
agsa,cebuano,Not Found,N/A,N/A
agsing,cebuano,Not Found,N/A,N/A
agta,cebuano,Not Found,N/A,N/A
agta,cebuano,Not Found,N/A,N/A
agta,cebuano,Not Found,N/A,N/A
agtang,cebuano,0.4063,0.300606,0.300606
agtang,cebuano,0.4063,0.300606,0.300606
agtang,cebuano,0.4063,0.300606,0.300606
agtas,tagalog,Not Found,N/A,N/A
agti,cebuano,Not Found,N/A,N/A
agting,tagalog,Not Found,N/A,N/A
agu,cebuano,1.1501,0.33937,-0.33937
agu,cebuano,1.1501,0.33937,0.16063
agu,cebuano,1.1501,0.33937,0.16063
agubhub,cebuano,Not Found,N/A,N/A
agubob,cebuano,Not Found,N/A,N/A
agubub,cebuano,Not Found,N/A,N/A
agubub,cebuano,Not Found,N/A,N/A
agububon,cebuano,Not Found,N/A,N/A
agud,cebuano,Not Found,N/A,N/A
aguha,cebuano,Not Found,N/A,N/A
aguha,tagalog,0.1008,0.592476,-0.092476
aguhilya,cebuano,Not Found,N/A,N/A
aguhilya,tagalog,0.0951,0.591798,-0.591798
aguho,tagalog,-0.4287,0.529574,0.529574
aguhon,tagalog,1.2361,0.727343,-0.227343
aguhu,cebuano,Not Found,N/A,N/A
agukoy,cebuano,0.3425,0.297281,0.202719
agukuk,cebuano,Not Found,N/A,N/A
agukuy,cebuano,Not Found,N/A,N/A
agul,cebuano,Not Found,N/A,N/A
agulang,cebuano,Not Found,N/A,N/A
agulo,cebuano,Not Found,N/A,N/A
agulo,cebuano,Not Found,N/A,N/A
agulo,cebuano,Not Found,N/A,N/A
agulu,cebuano,Not Found,N/A,N/A
agum,cebuano,0.044,0.281724,-0.281724
agumaa,cebuano,Not Found,N/A,N/A
agumud,cebuano,Not Found,N/A,N/A
agumum,cebuano,Not Found,N/A,N/A
agung,cebuano,Not Found,N/A,N/A
agungal,cebuano,Not Found,N/A,N/A
agungoy,cebuano,Not Found,N/A,N/A
agungoy,cebuano,Not Found,N/A,N/A
agungung,cebuano,Not Found,N/A,N/A
agungung,cebuano,Not Found,N/A,N/A
agunguy,cebuano,Not Found,N/A,N/A
agunias,tagalog,Not Found,N/A,N/A
aguniyas,cebuano,Not Found,N/A,N/A
aguntu,cebuano,Not Found,N/A,N/A
agunyas,tagalog,-0.2721,0.548177,-0.548177
agupop,cebuano,Not Found,N/A,N/A
agupop,cebuano,Not Found,N/A,N/A
agupop,cebuano,Not Found,N/A,N/A
agupup,cebuano,Not Found,N/A,N/A
agupupon,cebuano,Not Found,N/A,N/A
aguroy,cebuano,Not Found,N/A,N/A
aguroy,cebuano,Not Found,N/A,N/A
aguruy,cebuano,Not Found,N/A,N/A
agus,cebuano,Not Found,N/A,N/A
agusahis,cebuano,Not Found,N/A,N/A
agusan,tagalog,0.0617,0.587831,-0.087831
agustu,cebuano,Not Found,N/A,N/A
agusus,cebuano,Not Found,N/A,N/A
agut,cebuano,Not Found,N/A,N/A
agut,cebuano,Not Found,N/A,N/A
agutay,cebuano,Not Found,N/A,N/A
aguting,cebuano,Not Found,N/A,N/A
agutiut,cebuano,Not Found,N/A,N/A
agutnga,cebuano,Not Found,N/A,N/A
agutut,cebuano,Not Found,N/A,N/A
agutut,cebuano,Not Found,N/A,N/A
agutut,cebuano,Not Found,N/A,N/A
aguut,cebuano,Not Found,N/A,N/A
aguy,cebuano,Not Found,N/A,N/A
aguyangyang,cebuano,Not Found,N/A,N/A
aguyangyang,cebuano,Not Found,N/A,N/A
agwa,cebuano,Not Found,N/A,N/A
agwa,tagalog,-0.227,0.553535,0.553535
agwabendita,tagalog,Not Found,N/A,N/A
agwada,cebuano,Not Found,N/A,N/A
agwado,tagalog,Not Found,N/A,N/A
agwador,tagalog,-1.0188,0.459473,0.040527
agwadu,cebuano,Not Found,N/A,N/A
agwadur,cebuano,Not Found,N/A,N/A
agwahe,tagalog,Not Found,N/A,N/A
agwanta,cebuano,Not Found,N/A,N/A
agwanta,cebuano,Not Found,N/A,N/A
agwanta,cebuano,Not Found,N/A,N/A
agwanta,tagalog,Not Found,N/A,N/A
agwantahin,tagalog,Not Found,N/A,N/A
agwaplorida,tagalog,Not Found,N/A,N/A
agwaras,tagalog,-0.467,0.525024,-0.025024
agwardiyente,tagalog,Not Found,N/A,N/A
agwardiyinti,cebuano,Not Found,N/A,N/A
agwardyente,tagalog,Not Found,N/A,N/A
agwas,cebuano,Not Found,N/A,N/A
agwas,tagalog,-0.2679,0.548676,-0.048676
agwasa,tagalog,Not Found,N/A,N/A
agwasil,cebuano,Not Found,N/A,N/A
agwasun,cebuano,Not Found,N/A,N/A
agwat,tagalog,-0.1756,0.559641,-0.059641
agwat ng liko,tagalog,Not Found,N/A,N/A
agwatan,tagalog,-0.2873,0.546371,-0.046371
agwatyempo,tagalog,Not Found,N/A,N/A
ah,cebuano,2.9344,0.432363,-0.432363
ah,cebuano,2.9344,0.432363,-0.432363
aha,cebuano,0.4915,0.305046,0.194954
ahaan,cebuano,Not Found,N/A,N/A
ahag,cebuano,Not Found,N/A,N/A
ahak,cebuano,Not Found,N/A,N/A
ahas,cebuano,-0.0653,0.276027,-0.276027
ahas,cebuano,-0.0653,0.276027,-0.276027
ahas,tagalog,-2.3552,0.300716,0.199284
ahasin,tagalog,0.1215,0.594935,-0.094935
ahat,cebuano,Not Found,N/A,N/A
ahat nga paghimugso,cebuano,Not Found,N/A,N/A
ahaw,cebuano,Not Found,N/A,N/A
ahay,cebuano,Not Found,N/A,N/A
ahedres,tagalog,1.0116,0.700674,-0.200674
ahensiya,cebuano,-0.3162,0.262951,0.237049
ahensiya,tagalog,0.5258,0.642963,-0.142963
ahensiya sa mga balita,cebuano,Not Found,N/A,N/A
ahensiyadeempenyos,tagalog,Not Found,N/A,N/A
ahente,cebuano,0.2202,0.290907,0.209093
ahente,cebuano,0.2202,0.290907,0.209093
ahente,cebuano,0.2202,0.290907,0.209093
ahente,tagalog,-0.4753,0.524038,-0.024038
ahente sa seguro,cebuano,Not Found,N/A,N/A
ahente sa seguro,tagalog,Not Found,N/A,N/A
ahente sa yuta,cebuano,Not Found,N/A,N/A
ahidris,cebuano,Not Found,N/A,N/A
ahin,tagalog,0.7741,0.67246,-0.17246
ahinghu,cebuano,Not Found,N/A,N/A
ahinsiya,cebuano,Not Found,N/A,N/A
ahinti,cebuano,Not Found,N/A,N/A
ahit,cebuano,-0.3504,0.261169,0.238831
ahit,tagalog,-0.4827,0.523159,-0.023159
ahitan,tagalog,-0.552,0.514927,-0.014927
ahitin,tagalog,-0.5843,0.511089,-0.011089
ahitu,cebuano,Not Found,N/A,N/A
ahon,tagalog,-0.7096,0.496205,-0.496205
ahos,cebuano,0.4629,0.303555,0.196445
ahu,cebuano,1.3838,0.35155,0.14845
ahug,cebuano,Not Found,N/A,N/A
ahunan,tagalog,-0.0638,0.572922,-0.072922
ahunin,tagalog,0.4672,0.636002,-0.136002
ahus,cebuano,Not Found,N/A,N/A
aing aing,tagalog,Not Found,N/A,N/A
aircon,cebuano,Not Found,N/A,N/A
aising,tagalog,Not Found,N/A,N/A
ak,cebuano,2.223,0.395287,0.104713
akaak,cebuano,Not Found,N/A,N/A
akab,cebuano,Not Found,N/A,N/A
akademika,tagalog,-0.3517,0.538721,-0.038721
akademiko,tagalog,-0.0567,0.573765,-0.073765
akademista,tagalog,-0.0387,0.575904,-0.075904
akademya,tagalog,-0.2004,0.556695,-0.056695
akadimiya,cebuano,Not Found,N/A,N/A
akak,cebuano,Not Found,N/A,N/A
akal,cebuano,Not Found,N/A,N/A
akala,tagalog,-1.4975,0.402606,0.097394
akalain,tagalog,-1.3886,0.415543,0.084457
akap,tagalog,0.0715,0.588995,0.588995
akap,tagalog,0.0715,0.588995,0.588995
akapin,tagalog,-0.1737,0.559866,0.559866
akasya,cebuano,-0.4553,0.255702,-0.255702
akasya,tagalog,-0.2765,0.547654,-0.547654
akasya,tagalog,-0.2765,0.547654,-0.547654
akata akatar,cebuano,Not Found,N/A,N/A
akauntant,tagalog,Not Found,N/A,N/A
akaunting,tagalog,Not Found,N/A,N/A
akawntant,cebuano,Not Found,N/A,N/A
akawntant,tagalog,-0.7829,0.487497,0.012503
akawntant,tagalog,-0.7829,0.487497,0.012503
akay,tagalog,0.2705,0.612635,0.612635
akayan,tagalog,Not Found,N/A,N/A
akayin,tagalog,0.6133,0.653358,0.653358
akba,cebuano,Not Found,N/A,N/A
akbay,cebuano,Not Found,N/A,N/A
akbay,tagalog,0.1981,0.604034,-0.104034
akbayakbay,tagalog,Not Found,N/A,N/A
akbayan,tagalog,-0.6373,0.504793,0.504793
akbayan,tagalog,-0.6373,0.504793,0.504793
akbu,cebuano,Not Found,N/A,N/A
akda,tagalog,1.4933,0.757897,0.757897
akhab,cebuano,Not Found,N/A,N/A
akibat,tagalog,0.8197,0.677877,0.677877
akibat,tagalog,0.8197,0.677877,0.677877
akin,cebuano,0.2782,0.293929,0.206071
akin,tagalog,0.224,0.607111,-0.107111
akinin,tagalog,0.2975,0.615842,0.615842
akip,cebuano,Not Found,N/A,N/A
akitin,tagalog,-0.1208,0.566151,0.566151
akkorde,tagalog,Not Found,N/A,N/A
aklamasyon,tagalog,-0.0402,0.575726,-0.075726
aklas,cebuano,Not Found,N/A,N/A
aklas,cebuano,Not Found,N/A,N/A
aklas,tagalog,-0.0974,0.56893,-0.56893
aklas sa dagat,cebuano,Not Found,N/A,N/A
aklasan,tagalog,-0.405,0.532389,-0.532389
aklat,tagalog,0.4527,0.634279,-0.134279
aklatan,tagalog,-0.237,0.552347,-0.052347
aklatang nagpapahiram,tagalog,Not Found,N/A,N/A
aklattalaan,tagalog,Not Found,N/A,N/A
aklimatado,tagalog,Not Found,N/A,N/A
akma,tagalog,0.3807,0.625726,0.625726
akma,tagalog,0.3807,0.625726,0.625726
akma,tagalog,0.3807,0.625726,0.625726
akmain,tagalog,Not Found,N/A,N/A
akme,tagalog,0.0688,0.588674,0.588674
akmu,cebuano,Not Found,N/A,N/A
akne,tagalog,-0.4846,0.522933,-0.022933
akni,cebuano,Not Found,N/A,N/A
aknit,cebuano,Not Found,N/A,N/A
ako,cebuano,0.5488,0.308032,0.308032
ako,cebuano,0.5488,0.308032,0.308032
ako,cebuano,0.5488,0.308032,0.308032
ako,cebuano,0.5488,0.308032,0.308032
ako,cebuano,0.5488,0.308032,0.308032
ako,cebuano,0.5488,0.308032,0.308032
ako,cebuano,0.5488,0.308032,0.308032
ako,tagalog,-1.2939,0.426793,0.426793
ako,tagalog,-1.2939,0.426793,0.426793
ako ba,cebuano,Not Found,N/A,N/A
ako mismo,cebuano,Not Found,N/A,N/A
ako mismo,tagalog,Not Found,N/A,N/A
ako na,cebuano,Not Found,N/A,N/A
ako na rin,tagalog,Not Found,N/A,N/A
ako nga,cebuano,Not Found,N/A,N/A
akoa,cebuano,0.2363,0.291746,0.208254
akoa,cebuano,0.2363,0.291746,0.208254
akoa,cebuano,0.2363,0.291746,0.208254
akoako,cebuano,Not Found,N/A,N/A
akompanya,tagalog,Not Found,N/A,N/A
akompanyador,tagalog,Not Found,N/A,N/A
akompanyahan,tagalog,0.1245,0.595291,-0.095291
akompanyamiento,tagalog,Not Found,N/A,N/A
akompanyante,tagalog,Not Found,N/A,N/A
akong,cebuano,-0.419,0.257593,0.242407
akong,cebuano,-0.419,0.257593,0.242407
akong,cebuano,-0.419,0.257593,0.242407
akorde,tagalog,-0.067,0.572542,0.572542
akostiks,tagalog,Not Found,N/A,N/A
akrobat,tagalog,-0.2201,0.554354,-0.054354
akrobata,tagalog,-0.0847,0.570439,-0.070439
akrobatik,tagalog,Not Found,N/A,N/A
akrobatikoka,tagalog,Not Found,N/A,N/A
akropobya,tagalog,Not Found,N/A,N/A
aksaya,tagalog,0.1281,0.595719,-0.595719
aksayahin,tagalog,0.2104,0.605495,-0.605495
akselerador,tagalog,-0.1583,0.561696,-0.061696
aksento,cebuano,Not Found,N/A,N/A
aksesoriya,tagalog,-0.35,0.538923,-0.038923
aksesoriya,tagalog,-0.35,0.538923,-0.038923
aksesorya,tagalog,-0.2984,0.545053,-0.045053
aksesoryo,tagalog,-0.2632,0.549234,-0.049234
aksi,cebuano,Not Found,N/A,N/A
aksidental,tagalog,0.2157,0.606125,-0.606125
aksidental,tagalog,0.2157,0.606125,-0.606125
aksidente,cebuano,0.3893,0.29972,-0.29972
aksidente,cebuano,0.3893,0.29972,-0.29972
aksidente,cebuano,0.3893,0.29972,-0.29972
aksidente,tagalog,-0.6176,0.507134,-0.507134
aksidinti,cebuano,Not Found,N/A,N/A
aksidu,cebuano,Not Found,N/A,N/A
aksintu,cebuano,Not Found,N/A,N/A
aksis,tagalog,1.3357,0.739175,-0.239175
aksiyon,cebuano,0.3173,0.295967,0.204033
aksiyon,tagalog,0.1565,0.599092,-0.099092
aksiyonista,tagalog,Not Found,N/A,N/A
aksiyun,cebuano,Not Found,N/A,N/A
aksiyunan,tagalog,0.4814,0.637689,-0.137689
aksiyunista,tagalog,Not Found,N/A,N/A
aksul,cebuano,Not Found,N/A,N/A
aksyon,tagalog,0.8093,0.676641,-0.176641
aksyunan,tagalog,0.6156,0.653631,-0.153631
akta,cebuano,Not Found,N/A,N/A
akta,cebuano,Not Found,N/A,N/A
akta,tagalog,Not Found,N/A,N/A
aktiba,tagalog,Not Found,N/A,N/A
aktibabo,tagalog,Not Found,N/A,N/A
aktibidad,tagalog,0.6724,0.660378,-0.160378
aktibidadis,cebuano,Not Found,N/A,N/A
aktibista,cebuano,0.2524,0.292585,0.207415
aktibista,tagalog,-0.454,0.526568,-0.026568
aktibo,cebuano,0.4109,0.300845,0.199155
aktibu,cebuano,Not Found,N/A,N/A
akting,cebuano,Not Found,N/A,N/A
akting,tagalog,0.4789,0.637392,0.637392
aktinyum,tagalog,Not Found,N/A,N/A
aktitud,cebuano,Not Found,N/A,N/A
aktitud,tagalog,0.2411,0.609142,-0.109142
akto,tagalog,0.7873,0.674028,-0.174028
aktor,tagalog,-0.3799,0.535371,-0.035371
aktora,cebuano,Not Found,N/A,N/A
aktres,tagalog,-0.149,0.562801,-0.062801
aktris,cebuano,Not Found,N/A,N/A
aktris,tagalog,Not Found,N/A,N/A
aktu,cebuano,Not Found,N/A,N/A
aktuhan,tagalog,Not Found,N/A,N/A
aktur,cebuano,Not Found,N/A,N/A
aktuwal,cebuano,0.2991,0.295019,0.204981
aktuwal,cebuano,0.2991,0.295019,0.204981
aktwal,tagalog,0.6852,0.661899,-0.161899
aku,cebuano,0.3951,0.300022,-0.300022
aku,cebuano,0.3951,0.300022,-0.300022
akub,cebuano,Not Found,N/A,N/A
akud,cebuano,Not Found,N/A,N/A
akud,cebuano,Not Found,N/A,N/A
akudi,cebuano,Not Found,N/A,N/A
akuin,tagalog,0.1971,0.603915,0.603915
akuin,tagalog,0.1971,0.603915,0.603915
akulitu,cebuano,Not Found,N/A,N/A
akumpaniing,cebuano,Not Found,N/A,N/A
akumpaniyamintu,cebuano,Not Found,N/A,N/A
akumpaniyar,cebuano,Not Found,N/A,N/A
akumplisi,cebuano,Not Found,N/A,N/A
akupakup,cebuano,Not Found,N/A,N/A
akurdiyun,cebuano,Not Found,N/A,N/A
akusado,tagalog,1.2218,0.725644,-0.225644
akusadu,cebuano,Not Found,N/A,N/A
akusar,cebuano,Not Found,N/A,N/A
akusasyon,tagalog,0.2637,0.611827,-0.611827
akustika,tagalog,-0.0276,0.577222,-0.077222
akustiks,tagalog,0.4466,0.633555,-0.133555
akustiks,tagalog,0.4466,0.633555,-0.133555
akwariyum,cebuano,Not Found,N/A,N/A
akwaryum,cebuano,Not Found,N/A,N/A
akwaryum,tagalog,0.1103,0.593604,-0.093604
akwatik,tagalog,Not Found,N/A,N/A
akwatika,tagalog,-0.1613,0.56134,-0.06134
akwatiko,tagalog,0.0321,0.584314,-0.084314
akwatiks,tagalog,-0.108,0.567671,-0.067671
akwintans,cebuano,Not Found,N/A,N/A
akyat,tagalog,0.0226,0.583186,-0.083186
akyatan,tagalog,0.3553,0.622709,-0.122709
akyatan,tagalog,0.3553,0.622709,-0.122709
akyatin,tagalog,0.9005,0.687475,-0.187475
akyatin,tagalog,0.9005,0.687475,-0.187475
akyatin,tagalog,0.9005,0.687475,-0.187475
akyatpanaog,tagalog,Not Found,N/A,N/A
akyut,cebuano,Not Found,N/A,N/A
ala,cebuano,3.1986,0.446132,0.446132
ala,cebuano,3.1986,0.446132,0.053868
ala,cebuano,3.1986,0.446132,-0.446132
ala,tagalog,1.6446,0.77587,-0.27587
ala,tagalog,1.6446,0.77587,-0.27587
ala una,cebuano,Not Found,N/A,N/A
alaala,cebuano,Not Found,N/A,N/A
alaala,tagalog,0.123,0.595113,-0.595113
alaala,tagalog,0.123,0.595113,-0.595113
alab,tagalog,-0.9104,0.472351,0.027649
alabadu,cebuano,Not Found,N/A,N/A
alabanit,cebuano,Not Found,N/A,N/A
alabastro,tagalog,-0.3858,0.53467,-0.03467
alabihid,cebuano,Not Found,N/A,N/A
alabok,tagalog,0.4466,0.633555,-0.633555
alabutun,cebuano,Not Found,N/A,N/A
alabwab,tagalog,Not Found,N/A,N/A
alad,cebuano,Not Found,N/A,N/A
alad,cebuano,Not Found,N/A,N/A
alad sa mga mananap,cebuano,Not Found,N/A,N/A
alaga,tagalog,-0.6503,0.503249,-0.003249
alaga,tagalog,-0.6503,0.503249,-0.003249
alagaan,tagalog,-0.1002,0.568598,-0.068598
alagaan,tagalog,-0.1002,0.568598,-0.068598
alagad,cebuano,-0.1286,0.272728,0.227272
alagad,cebuano,-0.1286,0.272728,0.227272
alagad,cebuano,-0.1286,0.272728,0.227272
alagad,cebuano,-0.1286,0.272728,0.227272
alagad,cebuano,-0.1286,0.272728,0.227272
alagad,cebuano,-0.1286,0.272728,0.227272
alagad,cebuano,-0.1286,0.272728,0.227272
alagad,cebuano,-0.1286,0.272728,0.272728
alagad,tagalog,-0.1373,0.564191,-0.064191
alagad ng batas,tagalog,Not Found,N/A,N/A
alagad sa sakyanan,cebuano,Not Found,N/A,N/A
alagag,cebuano,Not Found,N/A,N/A
alagain,tagalog,-0.4593,0.525939,0.525939
alagangalaga,tagalog,Not Found,N/A,N/A
alagasi,cebuano,Not Found,N/A,N/A
alagata,tagalog,-0.6811,0.49959,0.00041
alagatain,tagalog,Not Found,N/A,N/A
alagaw,cebuano,Not Found,N/A,N/A
alagaw,tagalog,-0.8152,0.48366,0.01634
alagay,cebuano,Not Found,N/A,N/A
alagbati,cebuano,Not Found,N/A,N/A
alagbay,cebuano,Not Found,N/A,N/A
alagubay,cebuano,Not Found,N/A,N/A
alagukuy,cebuano,Not Found,N/A,N/A
alahas,cebuano,0.1754,0.288572,0.288572
alahas,cebuano,0.1754,0.288572,0.288572
alahas,cebuano,0.1754,0.288572,0.211428
alahas,tagalog,-1.7059,0.37785,0.37785
alahero,tagalog,-0.6279,0.50591,-0.00591
alahiru,cebuano,Not Found,N/A,N/A
alak,cebuano,0.6079,0.311112,0.188888
alak,cebuano,0.6079,0.311112,0.188888
alak,cebuano,0.6079,0.311112,0.188888
alak,cebuano,0.6079,0.311112,0.311112
alak,tagalog,-0.8415,0.480536,0.019464
alak rusyanhon,cebuano,Not Found,N/A,N/A
alakaak,cebuano,Not Found,N/A,N/A
alakalakan,tagalog,-0.3953,0.533542,-0.033542
alakalakan,tagalog,-0.3953,0.533542,-0.033542
alakan,cebuano,Not Found,N/A,N/A
alakan,tagalog,-0.6335,0.505245,-0.005245
alakbat,tagalog,-0.3742,0.536048,-0.036048
alakbay,tagalog,Not Found,N/A,N/A
alakbayan,tagalog,Not Found,N/A,N/A
alakbigas,tagalog,Not Found,N/A,N/A
alakdan,tagalog,-0.1642,0.560995,-0.060995
alakri,cebuano,Not Found,N/A,N/A
alaksiw,cebuano,Not Found,N/A,N/A
alal,cebuano,Not Found,N/A,N/A
alal,cebuano,Not Found,N/A,N/A
alala,tagalog,0.9334,0.691384,-0.691384
alalad,tagalog,Not Found,N/A,N/A
alalahanin,tagalog,0.4307,0.631666,-0.131666
alalaon,tagalog,0.1305,0.596004,-0.096004
alalaong bagay,tagalog,Not Found,N/A,N/A
alalawa,tagalog,-0.0117,0.579111,-0.079111
alalay,cebuano,Not Found,N/A,N/A
alalay,tagalog,-0.8207,0.483006,0.483006
alalay,tagalog,-0.8207,0.483006,0.483006
alalayan,tagalog,-0.0035,0.580085,0.580085
alam alam,tagalog,Not Found,N/A,N/A
alam na alam,tagalog,Not Found,N/A,N/A
alamaam,tagalog,Not Found,N/A,N/A
alamag,cebuano,-0.2878,0.264431,0.235569
alamag,cebuano,-0.2878,0.264431,0.235569
alamag,cebuano,-0.2878,0.264431,-0.264431
alamalam,cebuano,-0.0259,0.278081,0.278081
alamalam,cebuano,-0.0259,0.278081,0.278081
alamang,tagalog,-0.1144,0.566911,-0.566911
alamat,tagalog,-0.1633,0.561102,-0.061102
alamat mga,tagalog,Not Found,N/A,N/A
alambihid alambihud,cebuano,Not Found,N/A,N/A
alambre,cebuano,Not Found,N/A,N/A
alambre,tagalog,0.0819,0.59023,-0.09023
alambrera,tagalog,Not Found,N/A,N/A
alambri,cebuano,Not Found,N/A,N/A
alambri,cebuano,Not Found,N/A,N/A
alambrilyu,cebuano,Not Found,N/A,N/A
alambriru,cebuano,Not Found,N/A,N/A
alamid,tagalog,-0.466,0.525143,-0.025143
alamin,cebuano,Not Found,N/A,N/A
alamin,tagalog,0.384,0.626118,-0.126118
alampad,cebuano,Not Found,N/A,N/A
alampat,cebuano,0.4215,0.301398,0.301398
alampat,cebuano,0.4215,0.301398,0.301398
alampay,tagalog,0.1325,0.596241,-0.096241
alampayan,tagalog,Not Found,N/A,N/A
alampoanan,cebuano,Not Found,N/A,N/A
alan,cebuano,1.7192,0.36903,-0.36903
alan,tagalog,-0.1844,0.558595,0.558595
alang,cebuano,2.2745,0.397971,0.102029
alang,cebuano,2.2745,0.397971,0.397971
alang sa,cebuano,Not Found,N/A,N/A
alang sa babaye,cebuano,Not Found,N/A,N/A
alangaang,cebuano,Not Found,N/A,N/A
alangaang,tagalog,0.2183,0.606434,-0.106434
alangalang,cebuano,Not Found,N/A,N/A
alangalang,cebuano,Not Found,N/A,N/A
alangalang,cebuano,Not Found,N/A,N/A
alangalang,tagalog,0.0428,0.585585,0.585585
alangalang sa,tagalog,Not Found,N/A,N/A
alangan,tagalog,-0.3448,0.539541,-0.539541
alanganin,tagalog,-0.3113,0.54352,-0.54352
alanganin,tagalog,-0.3113,0.54352,-0.54352
alangas,tagalog,Not Found,N/A,N/A
alangiing,cebuano,Not Found,N/A,N/A
alangilan,cebuano,Not Found,N/A,N/A
